archivo,hash,timestamp
notebooks/mlp_simple.ipynb,no disponible (guardado en GitHub),1762469741
model/mlp_model.h5,53316e2a48f30d36730cf991dd4c10c724a0f0325f0d04158a51762041b5f4db,1762469741
docs/report.md,b97e37a58f98ddae05f38dfa74aff3993356611a7577d9172f2633ae60050eea,1762469741
